P1:	000000
P1:	000001
P1:	000010
P1:	000011
P1:	000100
P1:	000101
P1:	000110
P1:	000111
P1:	001000
P1:	000001
P1:	000010
P1:	000011
P1:	000100
P1:	000101
P1:	000110
P1:	000111
P1:	001000
P1:	000001
P1:	000010
P1:	000011
P1:	000100
P1:	000101
P1:	000110
P1:	000111
P1:	001000
P1:	000001
P1:	111111
P1:	000001
P1:	000000
P1:	000000
P1:	000001
P1:	000001
P1:	111110
P2:	000000
P2:	000110
P2:	000000
P2:	000000
P2:	000000
P2:	000001
P2:	000001
P2:	000001
P2:	011101
P2:	000001
P2:	000010
P2:	000001
P2:	000001
P2:	000000
P2:	000000
P2:	000010
P2:	000010
P2:	000011
P2:	000011
P2:	000010
P2:	000010
P2:	000011
P2:	000010
P2:	000011
P2:	000011
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000011
P2:	000101
P2:	000100
P2:	000100
P2:	000101
P2:	000010
P2:	000011
P2:	000101
P2:	000011
P2:	000011
P2:	000011
P2:	000101
P2:	000010
P2:	000101
P2:	000011
P2:	000100
P2:	000101
P2:	111110
P3:	000000
P3:	000000
P3:	000000
P3:	000000
P3:	000000
P3:	001110
P3:	000000
P3:	000001
P3:	000001
P3:	000000
P3:	000000
P3:	000001
P3:	000000
P3:	000001
P3:	000001
P3:	000010
P3:	000010
P3:	000011
P3:	000011
P3:	000010
P3:	000010
P3:	000011
P3:	111111
P3:	000011
P3:	000011
P3:	000011
P3:	000011
P3:	000011
P3:	000011
P3:	000010
P3:	000011
P3:	000011
P3:	000010
P3:	000011
P3:	000010
P4:	000000
P4:	000000
P4:	000000
P4:	000000
P4:	000000
P4:	000001
P4:	000001
P4:	000001
P4:	000001
P4:	000001
P4:	001010
P4:	011001
P4:	000001
P4:	000000
P4:	000000
P4:	000010
P4:	110010
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	111010
P4:	000010
P4:	000011
P4:	000011
P4:	000011
P4:	000011
P4:	000011
P4:	000100
P4:	000011
P4:	110011
P4:	000010
P4:	000010
P4:	110011
P4:	000100
P4:	000100
P4:	000010
P4:	000011
P4:	000011
P4:	000011
P4:	000100
P4:	010100
P4:	000010
P4:	000101
P4:	110101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	111111
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	110101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	001110
P4:	110110
P4:	000110
P4:	000110
P4:	000110
P4:	000110
P4:	100110
P4:	000111
P4:	000110
P4:	000110
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	110111
P4:	000111
P4:	000111
P4:	000111
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	111000
P4:	001000
P4:	001000
P4:	001000
P4:	001001
P4:	001001
P4:	001001
P4:	001101
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	111010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P5:	111000
P5:	000000
P5:	000000
P5:	000000
P5:	000000
P5:	000000
P5:	000000
P5:	000001
P5:	000001
P5:	011000
P5:	000000
P5:	000001
P5:	000000
P5:	000001
P5:	000001
P5:	111001
P5:	000001
P5:	000010
P5:	000010
P5:	000001
P5:	000000
P5:	000010
P5:	000001
P5:	000010
P5:	000010
P1:	000001
P1:	000001
P1:	000010
P1:	000010
P1:	000001
P1:	000001
P1:	000010
P1:	000001
P1:	000010
P1:	110010
P1:	000000
P1:	000110
P1:	000001
P1:	000001
P1:	000000
P1:	000000
P1:	110001
P1:	000000
P1:	000001
P1:	000001
P1:	000000
P1:	001111
P1:	000000
P1:	000000
P1:	110000
P2:	000100
P2:	000101
P2:	000100
P2:	000100
P2:	000100
P2:	110101
P2:	000100
P2:	000100
P2:	110011
P2:	000011
P2:	000100
P2:	000101
P2:	000101
P2:	000011
P2:	000100
P2:	000100
P2:	000100
P2:	000101
P2:	000101
P2:	000011
P2:	000101
P2:	111011
P2:	000011
P2:	000011
P2:	000100
P2:	011100
P2:	000100
P2:	000011
P2:	000100
P2:	000100
P2:	000110
P2:	000110
P2:	000111
P2:	000111
P2:	000110
P2:	000110
P2:	000111
P2:	110110
P2:	000111
P2:	000111
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001011
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001001
P2:	001000
P2:	001011
P2:	001001
P2:	001000
P2:	001000
P2:	001001
P2:	000010
P2:	000010
P2:	000011
P2:	000011
P2:	000010
P2:	000010
P2:	000011
P2:	000010
P2:	000011
P2:	000011
P2:	000011
P2:	000011
P2:	110011
P2:	000011
P2:	000010
P2:	000011
P2:	000011
P2:	000010
P2:	000011
P2:	000010
P2:	000001
P2:	000001
P2:	000010
P2:	110010
P2:	000001
P2:	000001
P2:	000010
P2:	000001
P2:	000010
P2:	111111
P3:	000010
P3:	000010
P3:	000011
P3:	000011
P3:	000010
P3:	000010
P3:	000011
P3:	000010
P3:	000011
P3:	000011
P3:	000011
P3:	000011
P3:	000011
P3:	110011
P3:	000010
P3:	000011
P3:	000011
P3:	000010
P3:	000011
P3:	000010
P3:	000010
P3:	000010
P3:	000011
P3:	000010
P3:	000011
P3:	001110
P3:	000010
P3:	000010
P3:	000010
P3:	000011
P4:	000100
P4:	000100
P4:	000101
P4:	000101
P4:	000100
P4:	000100
P4:	000101
P4:	000100
P4:	110101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000100
P4:	000101
P4:	000101
P4:	100100
P4:	000101
P4:	000100
P4:	000011
P4:	000011
P4:	000100
P4:	000100
P4:	000011
P4:	000011
P4:	000100
P4:	000011
P4:	000100
P4:	000100
P4:	000100
P4:	000100
P4:	000100
P4:	000100
P4:	000011
P4:	000100
P4:	000100
P4:	000011
P4:	000100
P4:	000011
P4:	000010
P4:	000010
P4:	000011
P4:	000011
P4:	000010
P4:	000010
P4:	000011
P4:	000010
P4:	000011
P4:	000011
P4:	000011
P4:	000011
P4:	000011
P4:	000011
P4:	000010
P4:	000011
P4:	000011
P4:	000010
P4:	000011
P4:	111010
P4:	000011
P4:	100010
P4:	000010
P4:	000010
